label,qns
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","John always spends  0 % of his monthly salary and saves the rest. After a pay increment of  0 %, his monthly expenditure increases by $ 0 . (a) What was his monthly income before the pay increment? (b) How much was his savings after the pay increment?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Gina saves exactly  0 % of her salary every month. Her salary for the month of September was  0 % less than her salary for the month of August. As a result, she spent $ 0  less in September as compared to the previous month. What was her expenditure in August?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Carol would always use  0 % of her monthly salary to fund her daughter s music classes. She received  0 % less salary in May as compared to April. As a result, the amount of money that she used for music classes in May was $ 0  less as compared to that in April. How much money did she use to fund her daughter's music classes in April?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The original price of a pair of shoes is $ 0 . During a sale, a shop decided to sell it at a discount of  0 %. Eric paid for the pair of shoes with  0  $ 0  notes and received a change of $ 0 . 0  What was the tax levied on the pair of shoes?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The actual price of a shoe rack in a furniture shop was $ 0 . Samson was given a discount of  0 % on buying  0  such shoe racks. However, the shop levied a GST of  0 % on the discounted price. Samson gave the cashier $ 0 . If the shop's policy was to round the change off to the nearest cent, how much change was the cashier supposed to give back to Samson?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The actual price of a chandelier was $ 0 . In a year-end clearance sale, Harrison bought one at  0 % of the actual price. However, he had to pay a GST of  0 % on the price at which he got the chandelier. Inclusive of GST, how much did Harrison end up paying for the chandelier?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Kathy shopped for goods worth a total of $ 0  from a supermarket. A discount of  0 % was offered on the total bill. However, Kathy had to pay a GST of  0 % on the discounted price. Kathy handed over three $ 0  notes at the billing counter. How much more was she asked to pay?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Demi, Zenith and Shirley bought a present for Charlie. Demi paid $ 0  for the present while Zenith and Shirley paid the rest. If Demi pays $ 0  less for the present, the total amount paid by Zenith and Shirley will increase by  0 %. How much does the present cost?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Schools A and B decided to share the cost of developing a garden in the vicinity. School A contributed $ 0 . If school A had contributed $ 0  less, the amount of money that school B would need to pay would increase by  0 %. What was the amount of money needed to develop the garden?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","There are  0  people watching a volleyball match. Out of all these people watching the volleyball match, if  0  of them move to watch a basketball match in a court nearby, the number of people watching basketball would increase by  0 %. What is the total number of people watching both the games?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Wagon X is loaded with  0  bags of sand. After all the bags of sand from wagon X are shifted to wagon Y, the number of sand bags in wagon Y will increase by  0 %. Calculate the difference in the number of sand bags in the two wagons at first."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Liza had  0  teddy bears. After she gave away  0  teddy bears to her sister, the number of teddy bears that her sister had, increased by  0 %. How many teddy bears did they have altogether?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","In a zoo, there were  0  animals.  0 % of these were herbivores and the rest were carnivores. A few days later, a certain number of carnivores and herbivores were transported to the zoo. This caused the number of herbivores to increase by  0 %. As a result,  0 % of all the animals in the zoo are carnivores. (a) How many carnivores were added to the zoo ? (b) If  0 % of the initial number of animals were herbivores instead, how many carnivores were added to the zoo?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","In a bakery, there were a total of  0  cakes and cookies.  0 % of them were cakes. After some of the items were sold, the number of cakes decreased by  0 %. In the end,  0 % of the items in the bakery are cookies. (a) How many cookies were sold in all? (b) If the selling price of a cookie is $ 0 . 0  a piece, how much was collected from the sale of the cookies?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Helena had  0  stamps in her album. She had only Indian and Australian stamps.  0 % of these were Australian stamps. She visited an exhibition and purchased some new Indian and Australian stamps. Subsequently, the number of Indian stamps that she had increased by  0 %. Eventually,  0 % of the total number of stamps in Helena's album are Australian stamps. (a) How many Australian stamps does Helena have in her collection now? (b) How many Australian stamps did she buy?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","0 % of the passengers on a train were adults. At Tedddyham station,  0  passengers boarded the train and  0  passengers alighted. After that, the number of adults increased by  0 % and the number of children increased by  0 %. How many adults are on the train now?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","In the morning,  0 % of the butterflies in a butterfly park were yellow coloured and the rest were brown coloured. Over the next few hours,  0  more butterflies came into the park. With the addition, the number of yellow butterflies went up by  0 % and the number of brown butterflies increased by  0 %. Find out the number of butterflies in the butterfly park now."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","On the first day of a two-day seminar,  0 % of the participants were women. On the second day, there were  0  less participants as compared to day one. There were  0 % less women and  0 % less men on the second day. Find the number of participants on the, (a) first day of the seminar. (b) second day of the seminar."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","John's monthly salary is $ 0 . He spends  0 % of his salary on the household,  0 % of the remainder on mortgage payments and saves the rest. Subsequently he had a pay increment. Now, the total amount of his mortgage payments and household expenditures is still the same as before but it makes up  0 % of his new salary. What was the percentage increase in his salary?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","In January, Mrs Smith gave Karen $ 0 . Karen spent  0 % of the sum on shopping,  0 % on paying her bills and saved the rest. In February, Mrs Smith increased the amount she gave to Karen. Karen now spent the same amount on shopping and increased the amount she spent on paying her bills by  0 %. If Karen saved the remaining  0 % of the sum given to her in February, (a) what was the percentage increase in the sum of money given to her in February as compared to January? (b) how much more did Karen save in February than January?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A children s play school functioned on a monthly budget of $ 0 . It would spend  0 % of this on toys,  0 % on food and the rest on maintenance of the premises. Due to financial constraints, the budget that the play school had in the following month was slightly less. It spent the same amount on food, but reduced the amount spent on toys by $ 0 . The remaining  0 . 0 % of the amount was spent on maintenance work. What was the percentage reduction in the monthly budget?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A botanical garden in the heart of the city needed $ 0  every month for its upkeep.  0 % of the amount would be required for purchasing new saplings,  0 % on procurement of manure for the plants and the remaining on paying the salaries of the gardeners. This month, the amount sanctioned for the upkeep was increased. $ 0  more was spent on getting new saplings. The amount spent on manure remained unchanged. The remaining  0 % was used for the salaries of the gardeners. What was the percentage increase in the amount of money that the garden had for its upkeep this month?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","In the month of May this year, a mobile showroom had  0  smartphones.  0 % of these were brand 'A' smartphones. In the month of June, the showroom received a certain quantity of brand 'A' smartphones. As a result, the percentage of brand 'A' smartphones increased to  0 %. (a) How many brand 'A' smartphones did the showroom receive? (b) Find the total number of smartphones in the showroom in the month of June."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A huge fish tank had  0  fishes.  0 % of them were goldfish. A few days later, more goldfish were added to the fish tank. Subsequently, the percentage of goldfish increased to  0 %. Find the number of goldfish added to the fish tank."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A spaceship landed on Earth. There were  0  aliens on board the spaceship.  0 % of them were green aliens and the rest were red aliens. Some red aliens left the spaceship and stayed behind on Earth. Subsequently, the number of red aliens on board the spaceship reduced to  0 % of the total number of aliens on board the spaceship. (a) How many green aliens were on board ? (b) Find the total number of aliens on board the spaceship after it left Earth?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The number of buses travelling on route A to the number of buses travelling on route B is in the ratio  0 : 0 . The number of buses on route A was increased by  0 %. (a) By what percentage must the number of buses on route B be decreased so that the same number of buses run on both routes? (b) If the number of buses on route A increased by  0 % from the original amount instead, by what percentage must the number of buses on route B be increased so that there are  0 % more buses on route B than on route A?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Ricky and James cycle to a nearby Town. Initially, the ratio of the speed of Ricky to James was in the ratio of  0 : 0 . After a while, Ricky increased his speed by  0 %. James decreases his speed such that he had the same speed as Ricky in the end. Find James' percentage decrease in speed."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Anna and Liz had some toys in the ratio of  0 : 0 . Anna's father buys a few more toys for her. As a result, the number of toys that Anna has increases by  0 %. (a) Liz gave away some toys such that she now has the same number of toys as Anna. What is Liz's percentage decrease in her number of toys? (b) If Anna had  0  toys in the end, how many toys did Liz have at first?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)",The cost of a mattress is $ 0 . A pillow costs  0 % less than a mattress. Betty paid $ 0  for some pillows and mattresses.  0 % of what she bought were mattresses. (a) How many pillows did she buy? (b) How much did Betty pay for the mattresses?
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A kilogram of potatoes cost $ 0 . A kilogram of onions costs twice as much as a kilogram of potatoes. Molly paid $ 0  for some onions and potatoes. Of the total mass of onions and potatoes,  0 % were onions. How many more kilograms of potatoes than onions did Molly buy?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Nixon charges $ 0  for dry cleaning a shirt. He charges  0 % more for dry cleaning a jacket. In a day, Nixon earns $ 0  by dry cleaning some shirts and jackets.  0 % of what he dry cleans are shirts. In a day, how much more money does Nixon earn by dry cleaning jackets than by dry cleaning shirts?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Ron is  0 % as tall as Harry. Harry is  0  cm taller than Ron. (a) What is Ron's height? (b) If John's height is  0 % more than Ron's height, how tall is John? (c) A third individual Mary, is  0 % taller than John. How much taller is Mary compared to Ron?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Stable A has  0 % as many horses as stable B. Stable B has  0  more horses than stable A. (a) How many horses does stable A have? (b) If the cost of  0  horse is $ 0 , what is the total value of all the horses in stable B?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)",The journey to town A costs  0 % less than the journey to town B. The journey to town B costs $ 0 . (a) How much does a person pay for a journey to town A? (b)  0  people wanted to travel to town A and  0  people wanted to travel to town B. How much would they have to pay in total?
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","An album had some Indian, Japanese and Korean stamps. For every  0  Indian stamps, there were  0  Japanese stamps. Also, the ratio of the number of Japanese stamps to Korean stamps is  0 : 0 . After  0  Indians stamps were added to the album , the number of Indian stamps became 0 of the total number of stamps in the album. (a) What is the ratio of the number of Indian to Japanese to Korean stamps in the album at first? (b) Find the total number of Japanese and Korean stamps in the album."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The ratio of the number of students in school A to the number of students in school B was  0 : 0 . The ratio of the number of students in school B to the number of students in school C was  0 : 0 . After  0  students joined school C, school C would have 0 of the total number of students in all the three schools. (a) What is the ratio of the number of students in school A to school B to school C at first? (b) Find the total number of students in all the three schools at first."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A fruit stall has some mangoes, apples and oranges. The ratio of the number of mangoes to that of apples is  0 : 0 . The ratio of the number of apples to that of oranges is  0 : 0 . (a) What is the ratio of the number of mangoes to apples to oranges? (b) After some oranges were sold, 0 of the remaining fruits were oranges. If  0  oranges were sold, determine the total number of fruits that the stall had in the beginning. (c) How many oranges were there at first?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A car showroom has  0  types of cars. They are Mercedes, Bentley and Rolls Royce. For every  0  Mercedes, there are  0  Bentley cars. For every  0  Bentley cars, there are  0  Rolls Royce cars. (a) What is the ratio of the number of Mercedes cars to Bentley cars to Rolls Royce cars ? (b) The showroom sold  0  Rolls Royce cars and as a result, the percentage of Rolls Royce cars became  0 % of the total number of cars in the showroom. How many cars were there in the showroom at first? (c) How many of these were Bentley cars?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Mary and Joseph had a total of  0  sea shells. Mary gave 0 of her sea shells to Bella and Joseph lost  0  sea shells. In the end, the ratio of the number of Mary's sea shells to that of Joseph became  0 : 0 . (a) Find the number of sea shells that Joseph had in the beginning. (b) If twice the number of what Joseph had at first is equal to  0  times the number of Ann's shells, find the number of shells that Ann has."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The total number of trees in forest X and forest Y was  0 .  0  trees from forest X and  0 % of the trees from forest Y were cut down to build a factory. As a result , the ratio of the number of trees in forest X to that in forest Y became  0 : 0 . (a) Find the number of trees in forest X at first. (b) If  0 : 0  is the ratio of the number of trees in forest Z to that which forest Y had at first, find the number of trees in forest Z."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The total number of pineapples in a basket and box was  0  in the morning. In the afternoon,  0  pineapples from the box and 0 of the pineapples from the basket were sold. In the end, the ratio of the number of pineapples in the basket to that in the box became  0 : 0 . (a) Find the initial number of pineapples in the box. (b) A crate can contain  0 % more pineapples than the number of pineapples in a basket at first. Find the total number of pineapples in  0  such crates."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Warehouse A and warehouse B have a total of  0  containers.  0  containers from warehouse B and a certain number of containers from warehouse A were shipped out. In the end, only 0 of the original number of containers in warehouse A remained. The ratio of the number of containers in warehouse A to that in warehouse B subsequently became  0 : 0 . (a) Find the number of containers in warehouse A in the beginning. (b) Find the remaining number of containers in warehouse B."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The ratio of the population of village A to that of village B is  0 : 0 . Some people left village A and village B. It was then observed that 0 of the population of village A had left for the city and there were  0  people who remained in village B. As a result, the ratio of the population of village A to village B became  0 : 0 . What was the total population of village A and village B at first?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","The ratio of the number of statues in museum A to that in museum B is  0 : 0 . For maintenance work, some statues in both the museums had to be taken out. As a result, the ratio of the number of statues in museums A and B became  0 : 0  respectively. It was found that a quarter of the number of statues in museum A and  0  statues in museum B had been taken out for maintenance. Find the total number of statues in both the museums at first."
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)",A fruit stall contained mangoes and oranges in the ratio  0 : 0 .  0 of the total mangoes and  0  oranges had been sold by the end of the day. It was observed that the ratio of mangoes to oranges became  0 : 0  in the end. Determine the total number of fruits that the stall had at first.
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Jerry bought some pens and pencils in the ratio of  0 : 0 . After he sold  0  pencils and 0 of the number of pens, the ratio of the number of pens to pencils became  0 : 0 . A pen can be sold at a price of $ 0 . 0  The selling price of a pencil is 0 of the selling price of a pen. The total cost inccured by Jerry to buy all the pens and pencils was $ 0 . If Jerry managed to sell all the pens and pencils he had, how much money would he earn?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)",Luke and Adam travelled a total distance of  0  km.  0 % of the distance travelled by Luke is the same as  0 % of the distance travelled by Adam. How much further does Adam travel than Luke?
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","A train and a bus were seated to its maximum seating capacity before it arrived at Woodlay Interchange.  0 . 0 % of the passengers in the train and  0 % of the passengers in the bus alighted at Woodlay Interchange. Then, the total number of passengers in both the train and the bus became equal. The total seating capacity of the train and the bus is  0 . (a) What is the seating capacity of the train ? (b) How many more seats than the bus does the train have?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)",There are a total of  0  parcels in a post office.  0 % of the parcels to be delivered to town A is equal to  0 % of the parcels to be delivered to town B. (a) Find the number of parcels to be delivered to town B. (b) How many less parcels to town A than town B need to be delivered?
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Derek has  0  times as many flags as Martin. If Derek and Martin each give  0 % of their flags to James, James will have  0  flags which is  0 % of what he had originally. How many flags does Derek and Martin have in total?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Hazel has  0  times as many pencils as Susan. If Hazel and Susan each give  0 % of their pencils to Trudy, Trudy will have  0  pencils which is  0 % of her original number of pencils. How many pencils does Hazel have?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","There are  0  times as many ball bearings in box A as there are in box B. If  0 % of the ball bearings from box A and  0 % of the ball bearings from box B are transferred to box C, box C will have  0  ball bearings which is  0 % more than what it had before. How many more ball bearings than box B did box A have at first?"
"tf.Tensor(
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.], shape=(36,), dtype=float32)","Hardy had some $ 0 , $ 0  and $ 0  notes in his wallet . He went to the market to purchase some groceries. On returning home, he noticed that:  0 ) There were  0  more $ 0  notes.  0 ) 0 of the original number of $ 0  notes remained.  0 ) The number of $ 0  notes had reduced by  0 . In the end, the ratio of the number of $ 0  notes to $ 0  notes to $ 0  notes had become  0 : 0 : 0 . If he had  0  notes at first, determine the total amount that Hardy went to the market with."
